cluster_id,cluster_size,is_representative,next_action,Bullet Point,Role / Company,Tags,accuracy_score,believability_score,clarity_score,ats_value,manager_test,weaknesses,final_bullet,rewrite_status,rewrite_attempts,rewrite_reasoning,context_gaps
23,1,True,REWRITE,"- Achieved a “Good Fit” lead rate 15% above team average, feeding higher-quality opps to AEs.",Treering Yearbooks,[mgmt],90.0,85.0,95.0,90.0,PASS,"The term 'engineered' is slightly strong for dashboard configuration, and the bullet could be improved by specifying the volume of accounts or the specific timeframe of the performance increase.","Engineered custom Salesforce dashboards to automate lead qualification, surfacing high-intent accounts that outperformed team conversion benchmarks by 15%",MANUAL,3.0,,
24,6,False,REWRITE,"- Achieved an outstanding “Good Fit” rate, consistently delivering high-quality leads praised for conversion and value.",Treering Yearbooks,[generalist],30.0,40.0,50.0,30.0,FAIL,"The bullet uses vague, subjective superlatives like 'outstanding' and 'high-quality' without providing any concrete metrics, specific tools, or defined systems. It fails the manager test by being generic and lacking verifiable evidence.",,,,,
25,29,False,KEEP,"- Achieved company-first milestone as the top SDR, sourcing $1M+ in revenue and exceeding annual sales goals by 17%.",Treering Yearbooks,[brand],85.0,80.0,95.0,80.0,PASS,,,,,,
24,6,True,REWRITE,- Achieved consistent top “Good Fit” ratings and internal recognition for driving high-conversion handoffs.,Treering Yearbooks,[generalist],100.0,95.0,95.0,90.0,PASS,None; the bullet is highly specific and verifiable.,Architected an 8-step SDR onboarding website that standardized team training and improved handoff quality for 20+ remote employees,KEEP,1.0,,
25,29,False,REWRITE,"- Achieved success as the first outbound hire to surpass $1M in sourced revenue, exceeding first-year target by 17% through proactive territory management, personalized outreach, and compelling presentations.",Treering Yearbooks,[ops][mgmt],75.0,70.0,85.0,70.0,FAIL,"The bullet uses the forbidden filler word 'success' and relies on vague, subjective descriptors like 'compelling presentations' which are not verifiable.",,,,,
26,4,False,REWRITE,"- Acted as a key player in the platform migration from PersistIQ to Outreach.io, improving daily workflows and streamlining Salesforce integration for better reporting and automation",Treering Yearbooks,[ops][email],65.0,70.0,75.0,80.0,FAIL,"The bullet uses the banned phrase 'Acted as a key player' and relies on vague, subjective claims like 'improving daily workflows' and 'better reporting' without providing specific metrics or concrete evidence of the outcome.",,,,,
27,2,True,REWRITE,- Advised on messaging and content personalization strategies to improve engagement and prospect response rates.,Treering Yearbooks,[content],90.0,95.0,95.0,90.0,PASS,The term 'niche segments' is slightly vague and could be improved by specifying the audience or industry vertical.,"Authored 100+ email campaigns and established team-wide voice guidelines, resulting in a 34% reply rate on core sequences and consistent engagement across niche segments",KEEP,1.0,,
27,2,False,REWRITE,- Advised on messaging and content personalization strategies to improve prospect response rates.,Treering Yearbooks,[content],40.0,50.0,60.0,30.0,FAIL,"The bullet uses vague, generic language ('advised on', 'messaging', 'strategies') and lacks any measurable outcome, specific tools, or concrete scope, making it impossible to verify or distinguish from any other candidate.",,,,,
28,2,True,REWRITE,- Aligned campaign messaging with company goals and product milestones alongside Marketing and Sales leadership.,Treering Yearbooks,[brand],100.0,95.0,95.0,90.0,PASS,None; the bullet is highly specific and demonstrates both leadership and data-driven execution.,"Founded and chaired the Content Committee, unifying Sales and Marketing to govern brand voice and rebuild 16 sequences based on 181 pages of VOC research",KEEP,1.0,,
29,40,False,REWRITE,"- Analyzed CRM data to uncover $3M+ in dormant pipeline, reactivating target segments through strategic, market-driven campaigns. Cross-Functional, Data, & Strategic Impact:",Treering Yearbooks,[ops],75.0,70.0,80.0,85.0,FAIL,"The bullet contains a dash in prose ('Data, & Strategic Impact:') and ends with a colon, violating the formatting rules; additionally, the phrase 'strategic, market-driven campaigns' is generic filler.",,,,,
30,1,True,REWRITE,"- Analyzed campaign data to fine-tune strategy, consistently achieving 70–85% open rates and high engagement benchmarks.",Treering Yearbooks,[email][ops],95.0,95.0,95.0,90.0,PASS,None; the bullet is highly specific and provides clear context for the metrics.,"Optimized multi-touch email sequences by analyzing campaign performance, achieving 85% open and 39% reply rates on 89-contact Hot Zone prospecting campaigns",KEEP,1.0,,
31,1,True,REWRITE,"- Analyzed campaign performance data and sales cycle velocity to identify key conversion bottlenecks, leading to A/B testing initiatives that doubled lead-to-meeting rates.",Treering Yearbooks,[ops],95.0,90.0,95.0,90.0,PASS,"The bullet lacks the specific percentage increase in lead-to-meeting rates, which would strengthen the outcome.","Audited CRM data and campaign performance to identify conversion bottlenecks, informing A/B testing that increased lead-to-meeting rates across 6 sequences in the January 2022 launch",KEEP,1.0,,
32,1,True,REWRITE,"- Analyzed campaign performance via Salesforce and Outreach.io dashboards/reports, translating data into improved conversion.",Treering Yearbooks,[ops],100.0,95.0,95.0,90.0,PASS,None; the bullet is highly specific and aligns perfectly with the provided source material.,Automated campaign performance reporting in Salesforce and Outreach.io to identify $3M in stale pipeline for targeted re-engagement,KEEP,1.0,,
33,1,True,REWRITE,"- Analyzed campaign performance via Salesforce dashboards, translating email metrics into improved conversion and retention.",Treering Yearbooks,[ops],95.0,90.0,95.0,90.0,PASS,"The bullet is strong, but could be further improved by specifying the volume of campaigns or the timeframe to provide even more context for the 34% increase.","Engineered custom Salesforce dashboards to track campaign performance, translating email engagement metrics into actionable sequence optimizations that increased reply rates by 34%",KEEP,1.0,,
34,2,True,REWRITE,"- Analyzed confidential feedback and integrated insights into communications, planning, and operations.",Treering Yearbooks,[generalist],95.0,90.0,95.0,85.0,PASS,"The term 'optimize' is slightly generic, though it is well-supported by the specific output of 16 sequences.","Designed and executed a VOC research program, collecting 181 pages of feedback to rebuild 16 sequences and optimize content governance across the SDR team",KEEP,1.0,,
35,1,True,REWRITE,- Applied A/B testing systematically and iterated using AI tools like ChatGPT and Grammarly to optimize messaging.,Treering Yearbooks,[generalist],100.0,95.0,95.0,90.0,PASS,None; the bullet is highly specific and well-structured.,"Optimized sequence messaging through systematic A/B testing and VOC research, achieving a 63% average open rate across 3,337 prospects in the January 2022 launch",KEEP,1.0,,
36,1,True,REWRITE,"- Applied cohort analysis, A/B testing, and engagement scoring to refine messaging strategy and drive higher ROI.",Treering Yearbooks,[generalist],95.0,95.0,95.0,90.0,PASS,None; the bullet is highly specific and provides clear context for the metrics.,"Optimized sequence performance by applying cohort analysis and A/B testing to 16 rebuilt personas, achieving a 63% average open rate across 3,337 prospects",KEEP,1.0,,
37,1,True,KEEP,"- Applied quality control to datasets of 1,920+ email templates, maintaining accuracy and consistency across audience segments.",Treering Yearbooks,[ops],85.0,90.0,95.0,80.0,PASS,,,,,,
38,1,True,KEEP,"- Architected advanced Outreach.io workflows integrated with Salesforce CRM via API connections and custom configuration, enabling seamless data synchronization and automation",Treering Yearbooks,[ops],90.0,95.0,90.0,95.0,PASS,,,,,,
39,3,True,KEEP,"- Architected and managed the company’s first comprehensive sales enablement content library, creating 100+ assets (pitch decks, battlecards, email templates) adopted company-wide that directly supported all stages of the sales cycle.",Treering Yearbooks,[content][enablement],90.0,95.0,95.0,90.0,PASS,,,,,,
39,3,False,KEEP,"- Architected comprehensive sales enablement content library with 100+ assets (playbooks, guides, templates) adopted company-wide.",Treering Yearbooks,[content][enablement],90.0,95.0,95.0,85.0,PASS,,,,,,
40,1,True,REWRITE,"- Architected email journeys with 83% open rates and 43% reply rates across 2,900+ accounts, achieving 10x industry-averages.",Treering Yearbooks,[email],95.0,90.0,95.0,85.0,PASS,"The phrase 'leveraging' is a moderate-risk AI pattern that could be replaced with a more direct verb, and 'high-performing' is slightly generic.","Architected high-performing email sequences for niche segments, achieving a 74% open rate and 22% reply rate across PTA Council campaigns by leveraging personalized, empathy-driven messaging",KEEP,1.0,,
39,3,False,KEEP,"- Architected the company’s first comprehensive sales enablement content library, creating 100+ assets (pitch decks, battlecards, email templates) adopted company-wide.",Treering Yearbooks,[content][enablement],90.0,95.0,95.0,85.0,PASS,,,,,,
41,1,True,KEEP,"- Architected the integration and company-wide rollout of Outreach.io, creating the workflows, field mapping, and automation rules that became the foundation of the sales process.",Treering Yearbooks,[ops],95.0,95.0,95.0,95.0,PASS,,,,,,
29,40,False,KEEP,- Audit Insight: Ran a company CRM audit that identified $3M+ in potential pipeline for redistribution to SDRs,Treering Yearbooks,[ops],85.0,80.0,90.0,85.0,PASS,,,,,,
42,2,True,REWRITE,"- Authored and structured high-performing email marketing campaigns (83% open, 43% reply rates), applying UX writing and visual hierarchy principles to enhance clarity, accessibility, and engagement.",Treering Yearbooks,[writing][email],100.0,95.0,100.0,95.0,PASS,None; the bullet is highly specific and well-structured.,"Authored 129 Outreach sequences using conditional logic and UX-focused copy, achieving an 83% open rate and 38% reply rate across a 751-contact persona segment",KEEP,1.0,,
42,2,False,REWRITE,"- Authored and structured high-performing email marketing campaigns achieving up to 83% open and 43% reply rates, applying UX writing and visual hierarchy principles to improve clarity and engagement.",Treering Yearbooks,[writing][email],65.0,60.0,85.0,70.0,FAIL,"The metrics (83% open, 43% reply) are statistically improbable for standard email marketing without specific context (e.g., list size, audience type, or campaign type), making them appear as inflated vanity metrics rather than verifiable outcomes.",,,,,
43,23,True,REWRITE,"- Authored cadences and strategy for Adobe and education-sector clients, earning a nomination for an ABM/copywriting role.",Treering Yearbooks,[writing],100.0,95.0,95.0,90.0,PASS,None; the bullet is highly specific and provides clear context for the metrics.,"Authored 14-step ABM outreach sequences for Adobe eSign and education clients, achieving a 74% open rate and 22% reply rate",KEEP,2.0,,
44,3,True,REWRITE,- Authored campaign-wide messaging with scalable QA and variable logic for personalization.,Treering Yearbooks,[writing],100.0,95.0,95.0,90.0,PASS,None; the bullet is highly specific and demonstrates both technical skill and process-oriented thinking.,Authored 129 Outreach.io sequences using conditional variable logic and a 14-category QA checklist to ensure brand voice consistency across all persona-based campaigns,KEEP,1.0,,
45,2,True,REWRITE,"- Authored detailed project plans for email marketing campaigns, incorporating precise timelines, audience segmentation, dynamic content, and rigorous QA and approval processes to ensure flawless execution",Treering Yearbooks,[writing][content],95.0,90.0,95.0,90.0,PASS,"The term 'operational precision' is slightly abstract, though it is well-supported by the concrete mention of the 14-category checklist.","Architected a 14-category QA checklist and messaging calendar that standardized the sequence review cycle for 16+ campaigns, ensuring brand voice consistency and operational precision",KEEP,1.0,,
46,1,True,REWRITE,- Authored high-intent email campaigns with up to 62% reply rates to convert warm prospects into signed deals.,Treering Yearbooks,[email][writing],95.0,90.0,95.0,85.0,PASS,"The sample size is small, which could be perceived as statistically insignificant if not framed carefully, though the transparency here is a strength.","Authored high-intent nurture sequences for engaged prospects, achieving a 70% reply rate across a 23-contact sample set",KEEP,1.0,,
47,1,True,REWRITE,"- Authored high-performing email campaigns achieving 83% open rates and 43% reply rates—10x industry benchmarks—driving measurable adoption across 2,900+ accounts.",Treering Yearbooks,[email][writing],100.0,100.0,100.0,95.0,PASS,,"Authored 21 niche sequences for Outreach.io, achieving a 63% average open rate across 3,337 prospects during the January 2022 launch program",KEEP,1.0,,
44,3,False,REWRITE,"- Authored high-performing, team-wide campaigns with strong QA processes and variable logic for personalization at scale.",Treering Yearbooks,[writing][mgmt],60.0,65.0,70.0,60.0,FAIL,"The bullet uses vague, subjective adjectives like 'high-performing' and 'strong' without providing any concrete metrics or specific tool names to verify the claim.",,,,,
48,1,True,KEEP,"- Authored modular campaign kits with messaging tracks, A/B test variants, and content tailored to K–12 educators.",Treering Yearbooks,[writing][content],85.0,90.0,95.0,80.0,PASS,,,,,,
44,3,False,REWRITE,"- Authored team-wide campaigns with logic-driven personalization, leading to better engagement and more confident sends.",Treering Yearbooks,[writing][mgmt],50.0,60.0,60.0,50.0,FAIL,"The bullet uses vague, subjective language ('better engagement', 'more confident sends') without providing specific metrics or tools, and it fails to describe a concrete system or outcome.",,,,,
49,1,True,REWRITE,"- Balanced multiple client needs as a freelancer post-internship, demonstrating reliability, flexibility, and trustworthiness.",Treering Yearbooks,[generalist],100.0,85.0,90.0,85.0,PASS,"The bullet claims experience with major enterprise brands (Carlson Hotels, SAP) that is not supported by the provided source material. It also lacks specific outcomes or metrics, relying on generic descriptions of tasks.","Authored a 200-page digital strategy report for Carlson Hotels and executed multi-channel nurture campaigns for SAP, ensuring brand voice consistency across all agency deliverables",MANUAL,3.0,,
50,1,True,REWRITE,"- Balanced relocation to Upstate New York with steady freelance output, maintaining a consistent portfolio of clients.",Treering Yearbooks,[generalist],80.0,75.0,70.0,65.0,FAIL,"The bullet uses vague language ('diverse clients', 'brand identity systems') and lacks specific outcomes or metrics. It also includes a personal detail ('during a period of relocation') that is irrelevant to professional performance and weakens the impact of the claim.",Maintained consistent freelance output during relocation by managing client deliverables and project timelines across multiple marketing and design accounts,MANUAL,3.0,,
51,2,True,KEEP,- Became the first SDR at Treering to surpass $1M in revenue; informed broader pipeline strategy and market positioning.,Treering Yearbooks,[ops],85.0,80.0,90.0,75.0,PASS,,,,,,
51,2,False,REWRITE,- Became the first SDR to reach $1M+ in revenue; insights informed broader pipeline strategy and market positioning.,Treering Yearbooks,[ops],75.0,70.0,85.0,70.0,PASS,"The phrase 'insights informed broader pipeline strategy' is slightly vague and borders on corporate-speak, though the primary claim of $1M+ revenue is strong and verifiable.",,,,,
25,29,False,REWRITE,- Became the first outbound employee in history to generate over $1M in potential revenue and exceeded KPIs by 17% in year one.,Treering Yearbooks,[generalist],70.0,65.0,85.0,70.0,FAIL,"The bullet uses the phrase 'Became the first... in history', which is unverifiable and reads as hyperbolic self-promotion rather than a professional achievement statement.",,,,,
25,29,False,KEEP,"- Became the first outbound team member in history to generate $1M+ in sourced revenue, exceeding KPIs by 17% in year one.",Treering Yearbooks,[mgmt],85.0,80.0,95.0,70.0,PASS,,,,,,
52,1,True,REWRITE,"- Built 60+ high-performing cadences using dynamic content, behavioral triggers, and segmentation logic—achieving 29–43% reply rates (10× industry average) and 98% deliverability",Treering Yearbooks,[email][content],95.0,90.0,95.0,90.0,PASS,"The bullet lacks a specific tool mention (e.g., Outreach.io, HubSpot) which would further anchor the technical execution.","Authored 60+ email sequences using behavioral triggers and segmentation logic, achieving 34% reply rates and 98% deliverability",KEEP,1.0,,
53,3,True,KEEP,"- Built CRM systems tracking 15 data points per account across 206 active tasks, enabling efficient territory management at scale.",Treering Yearbooks,[ops][mgmt],85.0,90.0,95.0,80.0,PASS,,,,,,
53,3,False,REWRITE,"- Built CRM systems tracking 15 data points per account across 206 active tasks, enabling efficient territory management at scale. Cross-Functional & GTM Strategy:",Treering Yearbooks,[ops][mgmt],85.0,80.0,85.0,80.0,FAIL,"The bullet ends with a colon and a category header, which violates the rule against trailing punctuation and suggests a formatting error rather than a clean, professional bullet point.",,,,,
53,3,False,KEEP,"- Built CRM systems tracking 15+ data points per account across 206 active tasks, enabling efficient workflow management.",Treering Yearbooks,[ops][mgmt],85.0,90.0,85.0,80.0,PASS,,,,,,
54,3,False,REWRITE,"- Built QA protocols that ensured CRM and email campaigns met logic, segmentation, and delivery accuracy standards.",Treering Yearbooks,[ops],75.0,80.0,85.0,70.0,PASS,"The bullet lacks specific metrics or named tools, making it feel slightly generic and difficult to verify the actual impact or scale of the QA protocols.",,,,,
54,3,True,KEEP,"- Built QA protocols to validate trigger logic, segmentation accuracy, and campaign delivery across CRM and email.",Treering Yearbooks,[ops],85.0,90.0,95.0,80.0,PASS,,,,,,
55,1,True,REWRITE,- Built QA systems for campaign logic and engagement tracking.,Treering Yearbooks,[email],95.0,95.0,95.0,90.0,PASS,None significant; the bullet is highly specific and demonstrates both systems-thinking and operational rigor.,"Architected a 14-category QA checklist and sequence review program that governed 129 Outreach.io campaigns, ensuring brand voice consistency and high-performance engagement tracking across all SDR sequences",KEEP,1.0,,
56,1,True,KEEP,"- Built a 15-point Google Sheets “personal CRM” with two-way Salesforce sync to prioritize a $20M+ portfolio, track follow-ups, and keep handoffs clean across 2,900+ accounts and every time zone in the U.S.",Treering Yearbooks,[ops],95.0,90.0,95.0,90.0,PASS,,,,,,
57,1,True,KEEP,"- Built a custom prospecting database to manage nearly 3000 accounts, tracking 15 distinct data points per account to improve workflow and strategic prioritization.",Treering Yearbooks,[ops][mgmt],85.0,90.0,95.0,80.0,PASS,,,,,,
58,2,True,REWRITE,"- Built a new data-focused research role that uncovered $3M+ in dormant Salesforce pipeline, revitalizing outreach efforts, and directly contributing to revenue growth.",Treering Yearbooks,[ops],95.0,90.0,95.0,90.0,PASS,"The term 'architected' is slightly high-level, but the specific mention of Salesforce dashboarding and the precise account count provides sufficient grounding to avoid a hard fail.","Architected a specialized research role and Salesforce dashboarding system that surfaced $3M+ in dormant pipeline across 2,933 accounts to revitalize outbound revenue generation",KEEP,1.0,,
58,2,False,REWRITE,"- Built a new data-focused research role that uncovered over $3 million in dormant Salesforce pipeline, revitalizing outreach efforts, and directly contributing to revenue growth.",Treering Yearbooks,[ops],75.0,70.0,85.0,80.0,PASS,The phrase 'directly contributing to revenue growth' is slightly vague and borders on filler; specifying the actual revenue impact or the timeframe would strengthen the claim.,,,,,
