cluster_id,cluster_size,is_representative,next_action,Bullet Point,Role / Company,Tags,accuracy_score,believability_score,clarity_score,ats_value,manager_test,weaknesses,rewrite_status,rewrite_attempts,rewrite_reasoning,context_gaps,rewrite_date,final_bullet
0,1431,False,REWRITE,- Became the first outbound employee in history to generate over $1M in potential revenue and exceeded KPIs by 17% in year one.,Treering Yearbooks,[generalist],70.0,65.0,85.0,70.0,FAIL,"The bullet uses the phrase 'Became the first... in history', which is unverifiable and reads as hyperbolic self-promotion rather than a professional achievement statement.",,0,,,,
0,1431,False,KEEP,"- Became the first outbound team member in history to generate $1M+ in sourced revenue, exceeding KPIs by 17% in year one.",Treering Yearbooks,[mgmt],85.0,80.0,95.0,70.0,PASS,,,0,,,,
0,1431,False,REWRITE,"- Built CRM systems tracking 15 data points per account across 206 active tasks, enabling efficient territory management at scale. Cross-Functional & GTM Strategy:",Treering Yearbooks,[ops][mgmt],85.0,80.0,85.0,80.0,FAIL,"The bullet ends with a colon and a category header, which violates the rule against trailing punctuation and suggests a formatting error rather than a clean, professional bullet point.",,0,,,,
0,1431,False,KEEP,"- Built CRM systems tracking 15+ data points per account across 206 active tasks, enabling efficient workflow management.",Treering Yearbooks,[ops][mgmt],85.0,90.0,85.0,80.0,PASS,,,0,,,,
0,1431,False,REWRITE,"- Built QA protocols that ensured CRM and email campaigns met logic, segmentation, and delivery accuracy standards.",Treering Yearbooks,[ops],75.0,80.0,85.0,70.0,PASS,"The bullet lacks specific metrics or named tools, making it feel slightly generic and difficult to verify the actual impact or scale of the QA protocols.",,0,,,,
0,1431,False,REWRITE,"- Built a new data-focused research role that uncovered over $3 million in dormant Salesforce pipeline, revitalizing outreach efforts, and directly contributing to revenue growth.",Treering Yearbooks,[ops],75.0,70.0,85.0,80.0,PASS,The phrase 'directly contributing to revenue growth' is slightly vague and borders on filler; specifying the actual revenue impact or the timeframe would strengthen the claim.,,0,,,,
0,1431,False,REWRITE,"- Built advanced automations with segmentation, A/B testing, and logic-based branching, improving open rates by up to 25%.",Treering Yearbooks,[email],75.0,70.0,85.0,80.0,PASS,"The metric 'improving open rates by up to 25%' is slightly vague as it lacks context regarding the baseline, the volume of emails sent, or the specific platform used to achieve this.",,0,,,,
0,1431,False,REWRITE,"- Built and optimized Outreach.io campaigns with advanced segmentation logic, improving response rates and pipeline quality.",Treering Yearbooks,[ops],70.0,75.0,80.0,85.0,PASS,"The bullet lacks specific metrics to quantify the improvement in response rates and pipeline quality, making the outcome claim vague.",,0,,,,
0,1431,False,REWRITE,"- Built and optimized automated email sequences achieving up to 83% open rates and 43% reply rates (10x higher than industry average) across a $20M portfolio of 2,900+ B2B accounts.",Treering Yearbooks,[email],65.0,60.0,85.0,80.0,FAIL,"The metrics (83% open rate, 43% reply rate) are statistically implausible for a 2,900-account B2B portfolio, triggering the hallucination/scope inflation risk; the bullet also uses a dash in prose.",,0,,,,
0,1431,False,KEEP,"- Built full-funnel Outreach.io campaigns with logic-based branching, A/B testing, and variable messaging.",Treering Yearbooks,[email],90.0,95.0,95.0,90.0,PASS,,,0,,,,
0,1431,False,KEEP,"- Built full-funnel Outreach.io campaigns with logic-based branching, variable messaging, and A/B testing.",Treering Yearbooks,[email],90.0,95.0,95.0,90.0,PASS,,,0,,,,
0,1431,False,KEEP,"- Built full-funnel campaigns in Outreach.io + Salesforce with personalized messaging, logic-based branching, and ongoing A/B testing",Treering Yearbooks,[ops],90.0,95.0,95.0,90.0,PASS,,,0,,,,
0,1431,False,KEEP,"- Built full-funnel campaigns in Outreach.io + Salesforce with personalized messaging, testing, and logic-based branching",Treering Yearbooks,[ops],90.0,95.0,95.0,90.0,PASS,,,0,,,,
0,1431,False,KEEP,"- Built full-funnel campaigns in Outreach.io using personalized messaging, A/B testing, and logic-based branching.",Treering Yearbooks,[email],85.0,90.0,95.0,85.0,PASS,,,0,,,,
0,1431,False,KEEP,"- Built full-funnel sequences in Outreach.io + Salesforce with personalized messaging, testing, and cross-functional campaign execution using logic-based branching",Treering Yearbooks,[ops][email],85.0,90.0,85.0,90.0,PASS,,,0,,,,
0,1431,False,KEEP,"- Built logic-based QA checklists to validate campaign accuracy, personalization triggers, and data flows before launch.",Treering Yearbooks,[ops],85.0,90.0,95.0,80.0,PASS,,,0,,,,
0,1431,False,REWRITE,"- Built logic-driven Outreach.io campaigns with behavior triggers, A/B variants, and variable copy — increasing reply rates and improving engagement at every stage of the sales funnel.",Treering Yearbooks,[email][writing],75.0,80.0,85.0,80.0,PASS,"The claim of increasing reply rates and engagement is vague because it lacks a specific percentage or baseline comparison, making the outcome feel like a generic assertion rather than a proven result.",,0,,,,
0,1431,False,REWRITE,"- Built relationships with K-12 district leaders, school officials, and PTAs, securing multi-school contracts and high-value partnerships.",Treering Yearbooks,[email],65.0,70.0,80.0,60.0,FAIL,"The bullet uses vague, non-quantifiable outcomes like 'high-value partnerships' and 'multi-school contracts' without providing specific metrics, scale, or a clear system of work, making it feel like a generic sales task description.",,0,,,,
0,1431,False,REWRITE,"- Built strong relationships with K-12 decision-makers through research, outreach, and tailored messaging campaigns.",Treering Yearbooks,[email],40.0,50.0,60.0,30.0,FAIL,"The bullet uses generic, non-verifiable language ('strong relationships', 'tailored messaging') and fails to provide any specific metrics, tools, or systems used to achieve the outcome.",,0,,,,
0,1431,False,REWRITE,"- Built strong relationships with K-12 district leaders, school officials, and PTAs to secure multi-school contracts and partnerships.",Treering Yearbooks,[email],60.0,65.0,70.0,50.0,FAIL,The bullet uses the filler word 'strong' and describes a task/responsibility rather than a specific system or outcome; it lacks a concrete metric or specific tool mention to verify the scale of the contracts.,,0,,,,
0,1431,False,REWRITE,- Built trusted relationships with K-12 decision-makers through research and personalized campaign messaging.,Treering Yearbooks,[email],40.0,50.0,60.0,30.0,FAIL,"The bullet is generic, lacks specific metrics or tools, and uses vague, soft-skill-focused language ('built trusted relationships') that is impossible to verify.",,0,,,,
0,1431,False,KEEP,- Captured over $1M in revenue by refining email sequences that later served as foundational templates for a 20+ person team.,Treering Yearbooks,[mgmt],85.0,80.0,90.0,85.0,PASS,,,0,,,,
0,1431,False,REWRITE,"- Championed adoption of Outreach.io and assisted with CRM integration, automated workflow creation, and performance reporting.",Treering Yearbooks,[ops],60.0,65.0,70.0,75.0,FAIL,The bullet uses the banned phrase 'assisted with' and lacks specific metrics or scope to demonstrate the impact of the Outreach.io adoption.,,0,,,,
0,1431,False,REWRITE,"- Championed outreach to school districts and PTA Councils, facilitating a statewide promotion with the Georgia PTA.",Treering Yearbooks,[email],70.0,75.0,80.0,65.0,FAIL,"The bullet uses the banned word 'Championed', which is a common filler verb that lacks specific action, and the outcome is vague as it does not define what 'facilitating a statewide promotion' actually entailed or achieved.",,0,,,,
0,1431,False,REWRITE,"- Championed targeted outreach to school districts and PTA Councils; developed processes, led best-practice trainings, secured a high-impact presentation with a major Georgia PTA Council, and facilitated statewide promotions.",Treering Yearbooks,[email],65.0,70.0,75.0,60.0,FAIL,"The bullet uses the forbidden filler word 'best-practice' and relies on vague, non-quantifiable claims like 'high-impact' and 'facilitated statewide promotions' without providing specific metrics or clear system outcomes.",,0,,,,
0,1431,False,REWRITE,"- Chosen to lead the wrap-up of Treering’s client project, then directly recruited by Treering’s Head of Sales to join them in-house.",Treering Yearbooks,[generalist],70.0,75.0,80.0,40.0,FAIL,"The bullet opens with a passive construction ('Chosen to lead') which is a form of 'responsible for' logic, and it lacks specific metrics or tools that define the scope of the project or the impact of the work performed.",,0,,,,
0,1431,False,KEEP,- Cleaned CRM fields and created dashboards that helped uncover $3M+ in hidden pipeline.,Treering Yearbooks,[ops],85.0,80.0,90.0,85.0,PASS,,,0,,,,
0,1431,False,REWRITE,- Cleaned CRM fields and created dashboards that helped uncover $3M+ in hidden pipelines.,Treering Yearbooks,[ops],75.0,70.0,85.0,80.0,FAIL,The bullet uses the banned phrase 'helped with' and ends with a period.,,0,,,,
0,1431,False,REWRITE,"- Co-founded a content committee to unify messaging across teams, improving clarity across all communication touchpoints.",Treering Yearbooks,[content][mgmt],60.0,70.0,65.0,50.0,FAIL,"The bullet uses vague, subjective language ('improving clarity') without a measurable outcome or specific system detail, and it relies on a soft-skill focus rather than a concrete infrastructure or process achievement.",,0,,,,
0,1431,False,KEEP,"- Coached a high-performing remote team of 4–6 SDRs while managing a personal portfolio of 2,000+ sales accounts.",Treering Yearbooks,[mgmt],85.0,90.0,95.0,80.0,PASS,,,0,,,,
0,1431,False,REWRITE,"- Coached and scaled a high-performing remote team of 4–6 SDRs while managing a personal portfolio of 2,000+ accounts.",Treering Yearbooks,[mgmt],75.0,80.0,85.0,70.0,FAIL,"The bullet uses the forbidden filler word 'high-performing' and includes a dash in the prose (4–6), which violates the strict formatting rules.",,0,,,,
0,1431,False,REWRITE,"- Collaborated cross-functionally to train Marketing on successful conditional-logic modules, unlocking personalization at scale.",Treering Yearbooks,[generalist],65.0,70.0,75.0,60.0,FAIL,The bullet uses the banned phrase 'Collaborated' (often a proxy for 'helped with' or 'worked on') and lacks specific metrics or tool names to ground the claim of 'personalization at scale'.,,0,,,,
0,1431,False,REWRITE,"- Collaborated on Adobe eSign ABM pilot messaging strategy, contributing insights that led to nomination for senior copywriting roles.",Treering Yearbooks,[writing],40.0,50.0,60.0,40.0,FAIL,"The bullet uses the banned phrase 'Collaborated on', lacks a concrete outcome (a nomination is a subjective internal event, not a business result), and is vague regarding the actual contribution.",,0,,,,
0,1431,False,REWRITE,"- Collaborated on pilot messaging strategy for Adobe eSign ABM outreach, leading to nomination for two senior roles.",Treering Yearbooks,[email],50.0,60.0,70.0,60.0,FAIL,"The bullet uses the banned phrase 'Collaborated on' and relies on a subjective, unverifiable outcome ('nomination for two senior roles') rather than a business metric or system-level achievement.",,0,,,,
0,1431,False,REWRITE,"- Collaborated on the company-wide migration from PersistIQ to Outreach.io, streamlining Salesforce integration and platform reporting",Treering Yearbooks,[ops][email],70.0,75.0,80.0,85.0,FAIL,"The bullet opens with 'Collaborated on', which is a banned phrase that obscures individual contribution and reads as a passive task description rather than a clear outcome.",,0,,,,
0,1431,False,REWRITE,- Collaborated with marketing and sales leadership to align campaign messaging with company goals and product milestones.,Treering Yearbooks,[brand],40.0,50.0,60.0,30.0,FAIL,"The bullet uses the banned phrase 'Collaborated with' and is entirely generic, lacking any specific metrics, tools, or tangible outcomes that would distinguish it from any other marketing resume.",,0,,,,
0,1431,False,REWRITE,"- Collaborated with product, marketing, and support teams to align messaging strategies and improve user experience.",Treering Yearbooks,[mgmt],40.0,50.0,50.0,30.0,FAIL,"The bullet uses generic, non-specific language that could apply to any role, lacks any measurable outcome or specific system/tool mention, and fails to describe a concrete achievement beyond standard cross-functional communication.",,0,,,,
0,1431,False,KEEP,"- Conducted CRM audit that surfaced $3M+ in untapped pipeline by resolving miscategorized records, refining filters, creating complex reports, and building dashboard-ready insights supporting QA and compliance.",Treering Yearbooks,[ops],90.0,85.0,90.0,95.0,PASS,,,0,,,,
0,1431,False,KEEP,"- Conducted CRM audit that surfaced $3M+ in untapped pipeline by resolving miscategorized records, refining filters, creating complex reports, and building performance dashboards.",Treering Yearbooks,[ops],90.0,85.0,95.0,90.0,PASS,,,0,,,,
0,1431,False,KEEP,"- Conducted CRM audit that surfaced $3M+ in untapped pipeline, refining filters, cleaning records, and delivering dashboard-ready insights to support QA and compliance.",Treering Yearbooks,[ops],90.0,85.0,95.0,90.0,PASS,,,0,,,,
0,1431,False,KEEP,"- Conducted a CRM audit that surfaced $3M+ in pipeline by rescuing stalled deals, fixing process gaps, and tightening data hygiene",Treering Yearbooks,[ops],85.0,80.0,90.0,85.0,PASS,,,0,,,,
0,1431,False,KEEP,"- Conducted a systematic CRM audit that uncovered $3M+ in dormant pipeline, creating targeted reactivation campaigns that revitalized sales opportunities.",Treering Yearbooks,[ops],85.0,80.0,90.0,85.0,PASS,,,0,,,,
0,1431,False,REWRITE,"- Conducted comprehensive A/B testing on subject lines, send times, and email content to optimize campaign performance, with top performing campaigns reaching 34% reply rates.",Treering Yearbooks,[email][content],75.0,80.0,85.0,70.0,PASS,"The bullet relies on a 'top performing' metric which is a common way to cherry-pick data, and it lacks specific context regarding the audience size or the tool used to conduct the testing.",,0,,,,
0,1431,False,KEEP,"- Conducted comprehensive CRM audit that identified and unlocked $3M+ in dormant pipeline, creating targeted re-engagement campaigns for the entire sales organization.",Treering Yearbooks,[ops],85.0,80.0,90.0,85.0,PASS,,,0,,,,
0,1431,False,REWRITE,"- Conducted detailed prospect research and personalized outreach, significantly boosting engagement and lead qualification.",Treering Yearbooks,[email],40.0,50.0,50.0,40.0,FAIL,"The bullet uses vague, unquantified claims ('significantly boosting') and lacks specific tools, metrics, or systems, making it generic and unverifiable.",,0,,,,
0,1431,False,REWRITE,"- Conducted innovative prospect research, leveraging personal details to build authentic connections and boost effectiveness.",Treering Yearbooks,[generalist],40.0,50.0,60.0,30.0,FAIL,"The bullet uses vague, buzzword-heavy language like 'innovative' and 'authentic connections' without providing a specific system, tool, or measurable outcome. It reads as a generic task description rather than a high-impact achievement.",,0,,,,
0,1431,False,KEEP,"- Conducted strategic CRM analysis, revealing $3M+ in hidden pipeline opportunities.",Treering Yearbooks,[ops],90.0,85.0,95.0,80.0,PASS,,,0,,,,
0,1431,False,KEEP,"- Conducted systematic CRM analysis that uncovered $3M+ in dormant pipeline opportunities, creating targeted re-engagement campaigns and territory redistribution strategies.",Treering Yearbooks,[ops],90.0,85.0,95.0,90.0,PASS,,,0,,,,
0,1431,False,KEEP,"- Conducted systematic CRM analysis uncovering $3M+ in dormant opportunities, creating targeted reactivation campaigns.",Treering Yearbooks,[ops],85.0,80.0,90.0,85.0,PASS,,,0,,,,
0,1431,False,REWRITE,"- Conducted systematic analysis of $3M+ pipeline opportunities, creating data-driven optimization strategies.",Treering Yearbooks,[ops],70.0,75.0,80.0,70.0,PASS,"The phrase 'creating data-driven optimization strategies' is slightly vague and borders on corporate-speak; it would be stronger to specify the outcome of those strategies (e.g., 'increasing conversion by X%').",,0,,,,
0,1431,False,KEEP,"- Consistently exceeded annual revenue goals, becoming the first SDR in company history to source over $1M in new revenue.",Treering Yearbooks,[enablement],85.0,80.0,95.0,70.0,PASS,,,0,,,,
0,1431,False,REWRITE,"- Consistently exceeded revenue goals, becoming the first SDR in company history to source $1M+ in new revenue.",Treering Yearbooks,[enablement],70.0,65.0,90.0,60.0,FAIL,The bullet uses the banned filler word 'consistently' and relies on a superlative ('first in company history') that is difficult to verify and often perceived as inflated or unverifiable by skeptical hiring managers.,,0,,,,
0,1431,False,REWRITE,"- Crafted account-based marketing campaigns for Adobe Sign, resulting in two senior-level nominations.",Treering Yearbooks,[email],40.0,50.0,60.0,50.0,FAIL,"The bullet is vague and relies on an unverifiable, subjective outcome (nominations) rather than a business metric; it also fails to describe the system or scale of the campaigns.",,0,,,,
0,1431,False,KEEP,"- Created and implemented a data-focused role to surface $3M+ in untapped pipeline via dashboards, CRM cleanup, and strategic outreach workflows",Treering Yearbooks,[ops],85.0,80.0,90.0,95.0,PASS,,,0,,,,
0,1431,False,KEEP,"- Created and operationalized a data-focused role to surface $3M+ in untapped pipeline potential via dashboard building, CRM cleanup, and campaign performance insights",Treering Yearbooks,[ops],85.0,80.0,90.0,85.0,PASS,,,0,,,,
0,1431,False,REWRITE,"- Created and optimized A/B test sequences for subject lines, send timing, and content blocks, consistently driving increases in engagement rates and successful reactivation of churned accounts.",Treering Yearbooks,[content],50.0,60.0,70.0,65.0,FAIL,"The bullet fails because it uses generic, unverifiable claims ('consistently driving increases') without providing specific metrics or the scale of the reactivation effort, and it ends with a period.",,0,,,,
0,1431,False,REWRITE,"- Created branded enablement assets and presentation decks for webinars, virtual events, and prospect outreach, reinforcing message clarity, visual consistency, and campaign cohesion across touchpoints.",Treering Yearbooks,[brand][content],65.0,70.0,75.0,60.0,FAIL,"The bullet is generic and reads as a task description rather than an outcome-oriented statement; it lacks specific metrics, tools, or tangible results to differentiate the candidate.",,0,,,,
0,1431,False,REWRITE,"- Created branded presentation decks and pitch materials for high-impact initiatives, including a successful Georgia PTA presentation reaching hundreds of PTA presidents.",Treering Yearbooks,[email][brand],75.0,80.0,85.0,60.0,PASS,The bullet relies on the vague term 'high-impact initiatives' and lacks specific metrics regarding the outcome of the pitch materials beyond the reach of the presentation.,,0,,,,
0,1431,False,REWRITE,"- Created communication templates, editorial calendars, and QA systems to unify tone and structure across content touchpoints.",Treering Yearbooks,[content][brand],75.0,80.0,85.0,70.0,PASS,"The bullet lacks specific metrics or tool names to ground the claim, making it feel slightly generic despite being well-structured.",,0,,,,
0,1431,False,REWRITE,"- Created content maps, marketing calendars, and automation models that improved campaign efficiency and asset alignment.",Treering Yearbooks,[content],60.0,70.0,65.0,60.0,FAIL,"The bullet is too generic and lacks specific metrics, tools, or tangible outcomes; it reads as a list of tasks rather than a demonstration of impact.",,0,,,,
0,1431,False,REWRITE,"- Created custom dashboards, cleaned CRM fields, and helped uncover $3M+ in pipeline via better data visibility.",Treering Yearbooks,[ops],65.0,70.0,75.0,80.0,FAIL,"The bullet uses the banned phrase 'helped with' and lacks specific tool mentions (e.g., Salesforce, HubSpot) to ground the CRM work.",,0,,,,
0,1431,False,KEEP,"- Created custom outreach programs targeting PTA Councils and school districts, facilitating high-value partnerships with regional education groups like the Georgia PTA which oversees PTA units at 1,279 schools.",Treering Yearbooks,[email],90.0,95.0,90.0,85.0,PASS,,,0,,,,
0,1431,False,REWRITE,"- Created journey maps, marketing calendars, and automation logic models that improved campaign efficiency.",Treering Yearbooks,[email],50.0,60.0,60.0,50.0,FAIL,"The bullet is generic, lacks specific metrics or tools, and uses vague outcome language ('improved campaign efficiency') without evidence.",,0,,,,
0,1431,False,REWRITE,"- Created journey maps, marketing calendars, and automation logic that improved workflow efficiency and editorial consistency.",Treering Yearbooks,[generalist],60.0,70.0,75.0,65.0,FAIL,"The bullet fails because it uses vague, unquantified outcomes ('improved workflow efficiency and editorial consistency') and lacks specific tools or metrics to verify the claim.",,0,,,,
0,1431,False,REWRITE,"- Created message templates, campaign calendars, and QA systems to unify tone and structure across content touchpoints.",Treering Yearbooks,[brand][content],75.0,80.0,85.0,70.0,PASS,"The bullet lacks specific metrics or tool names, making it feel slightly generic and difficult to verify the actual impact of the unification effort.",,0,,,,
0,1431,False,REWRITE,"- Created training materials, marketing calendars, and QA workflows to support scalable, repeatable campaigns.",Treering Yearbooks,[email],60.0,70.0,75.0,65.0,FAIL,"The bullet uses generic, task-oriented language ('Created training materials, marketing calendars, and QA workflows') that lacks specific outcomes, metrics, or the scale of the campaigns supported.",,0,,,,
0,1431,False,REWRITE,"- Custom Reporting & Dashboards: Built advanced reports with bucket fields, conditional formatting, and dynamic filters to create user specific dashboards without redundant duplication. Centralized high-impact reports into shared folders for improved accessibility. Designed real-time tracking dashboards to help employees and senior sales managers efficiently measure KPIs and goal progress.",Treering Yearbooks,[mgmt][design],75.0,80.0,70.0,85.0,FAIL,"The bullet contains a dash in the prose ('Custom Reporting & Dashboards:'), uses a colon which is not permitted in the bullet content, and is structured as a list of tasks rather than a single, cohesive outcome-driven statement.",,0,,,,
0,1431,False,REWRITE,"- Delivered a top-tier “Good Fit” rate, earning recognition for consistently surfacing high-converting leads.",Treering Yearbooks,[generalist],40.0,45.0,50.0,30.0,FAIL,"The bullet uses vague, subjective superlatives like 'top-tier' and 'high-converting' without providing a specific metric, tool, or system context. It also relies on 'earning recognition,' which is a soft-skill claim that cannot be verified, and fails to describe the actual work performed.",,0,,,,
0,1431,False,REWRITE,"- Delivered consistently high “Good Fit” ratings and positive feedback from Sales, driving high-conversion handoffs.",Treering Yearbooks,[generalist],40.0,50.0,60.0,40.0,FAIL,"The bullet uses vague, subjective language ('consistently high', 'positive feedback') without providing a specific metric, tool, or system context, and it fails to define what a 'Good Fit' rating actually entails.",,0,,,,
0,1431,False,REWRITE,"- Delivered monthly training workshops for a 20+ person team on advanced CRM techniques, competitive positioning, and objection handling, measurably increasing confidence and close rates to 62-72% while reducing average new hire ramp time by 30%.",Treering Yearbooks,[mgmt][ops],75.0,70.0,85.0,80.0,PASS,"The claim that training workshops 'measurably increased' close rates to a specific range is difficult to attribute solely to training without isolating other variables, making the metric feel slightly inflated.",,0,,,,
